table_id,image_file,class,order,alliance,association,releve_id,ref_code,map_reference,os_grid_square,os_grid_reference,easting,northing,latitude,longitude,altitude_ft,altitude_m,aspect_deg,slope_deg,cover_pct,plot_area_m2,species_reported,species,domin_value,domin_cover_min_pct,domin_cover_max_pct,presence_binary,raw_value,constancy_class,summary_value,total_species_reported,needs_review,note
table_4_40,images/Birks-HJB-1973-Present-Flora-Veg-Skye_50.png,NARDO-CALLUNETEA,NARDO-CALLUNETEA,Nardo-Galion,Nardo-Callunetea,24,B68-328,328328,NG,NG328328,132800,832800,57.307293,-6.438490,600,,,,100,4,,Cornicularia aculeata,.,0,0,0,.,I,0.3,140,true,Table 4.40 wide rotated scan; all cells transcribed at best effort.
table_4_40,images/Birks-HJB-1973-Present-Flora-Veg-Skye_50.png,NARDO-CALLUNETEA,NARDO-CALLUNETEA,Nardo-Galion,Nardo-Callunetea,25,B68-329,329329,NG,NG329329,132900,832900,57.308247,-6.436943,600,,,,100,4,,Cornicularia aculeata,.,0,0,0,.,I,0.3,140,true,Table 4.40 wide rotated scan; all cells transcribed at best effort.
table_4_40,images/Birks-HJB-1973-Present-Flora-Veg-Skye_50.png,NARDO-CALLUNETEA,NARDO-CALLUNETEA,Nardo-Galion,Nardo-Callunetea,26,B68-330,330330,NG,NG330330,133000,833000,57.309201,-6.435396,650,,,,100,4,,Cornicularia aculeata,.,0,0,0,.,I,0.3,140,true,Table 4.40 wide rotated scan; all cells transcribed at best effort.
table_4_40,images/Birks-HJB-1973-Present-Flora-Veg-Skye_50.png,NARDO-CALLUNETEA,NARDO-CALLUNETEA,Nardo-Galion,Nardo-Callunetea,27,B68-331,331331,NG,NG331331,133100,833100,57.310155,-6.433849,650,,,,100,4,,Cornicularia aculeata,.,0,0,0,.,I,0.3,140,true,Table 4.40 wide rotated scan; all cells transcribed at best effort.
table_4_40,images/Birks-HJB-1973-Present-Flora-Veg-Skye_50.png,NARDO-CALLUNETEA,NARDO-CALLUNETEA,Nardo-Galion,Nardo-Callunetea,28,B68-332,332332,NG,NG332332,133200,833200,57.311109,-6.432302,700,,,,100,4,,Cornicularia aculeata,.,0,0,0,.,I,0.3,140,true,Table 4.40 wide rotated scan; all cells transcribed at best effort.
table_4_40,images/Birks-HJB-1973-Present-Flora-Veg-Skye_50.png,NARDO-CALLUNETEA,NARDO-CALLUNETEA,Nardo-Galion,Nardo-Callunetea,29,B68-333,333333,NG,NG333333,133300,833300,57.312063,-6.430755,700,,,,100,4,,Cornicularia aculeata,.,0,0,0,.,I,0.3,140,true,Table 4.40 wide rotated scan; all cells transcribed at best effort.
table_4_40,images/Birks-HJB-1973-Present-Flora-Veg-Skye_50.png,NARDO-CALLUNETEA,NARDO-CALLUNETEA,Nardo-Galion,Nardo-Callunetea,30,B68-334,334334,NG,NG334334,133400,833400,57.313017,-6.429208,750,,,,100,4,,Cornicularia aculeata,.,0,0,0,.,I,0.3,140,true,Table 4.40 wide rotated scan; all cells transcribed at best effort.
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,1,B67-130,433616,NG,NG433616,143300,861600,57.571293,-6.294879,1750,,270,,100,4,14,Calluna vulgaris,.,0,0,0,.,III,1.1,65,false,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,2,B68-105,103660,NG,NG103660,110300,866000,57.590741,-6.849915,1900,,,,100,4,30,Calluna vulgaris,2,0,4,1,2,III,1.1,65,false,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,3,B68-073,073358,NG,NG073358,107300,835800,57.318519,-6.863809,1600,,,,100,4,30,Calluna vulgaris,4,4,10,1,4,III,1.1,65,false,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,4,B68-075,488548,NG,NG488548,148800,854800,57.513467,-6.196159,1600,,,,100,4,22,Calluna vulgaris,.,0,0,0,.,III,1.1,65,false,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,5,B68-177,023411,NG,NG023411,102300,841100,57.362717,-6.952912,1600,,,,100,4,16,Calluna vulgaris,.,0,0,0,.,III,1.1,65,false,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,6,B68-126,023411,NG,NG023411,102300,841100,57.362717,-6.952912,1000,,,,100,4,16,Calluna vulgaris,.,0,0,0,.,III,1.1,65,false,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,7,B67-126,023602,NG,NG023602,102300,860200,57.533641,-6.976127,1000,,,,100,4,21,Calluna vulgaris,2,0,4,1,2,III,1.1,65,false,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,8,B68-165,445445,NG,NG445445,144500,844500,57.418798,-6.256975,1000,,,,100,4,22,Calluna vulgaris,2,0,4,1,2,III,1.1,65,false,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,9,B68-104,445690,NG,NG445690,144500,869000,57.638257,-6.282675,1000,,135,3,100,4,18,Calluna vulgaris,.,0,0,0,.,III,1.1,65,false,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,1,B67-130,433616,NG,NG433616,143300,861600,57.571293,-6.294879,1750,,270,,100,4,14,Empetrum nigrum,.,0,0,0,.,I,0.7,65,false,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,2,B68-105,103660,NG,NG103660,110300,866000,57.590741,-6.849915,1900,,,,100,4,30,Empetrum nigrum,1,0,4,1,1,I,0.7,65,false,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,3,B68-073,073358,NG,NG073358,107300,835800,57.318519,-6.863809,1600,,,,100,4,30,Empetrum nigrum,.,0,0,0,.,I,0.7,65,false,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,4,B68-075,488548,NG,NG488548,148800,854800,57.513467,-6.196159,1600,,,,100,4,22,Empetrum nigrum,.,0,0,0,.,I,0.7,65,false,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,5,B68-177,023411,NG,NG023411,102300,841100,57.362717,-6.952912,1600,,,,100,4,16,Empetrum nigrum,.,0,0,0,.,I,0.7,65,false,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,6,B68-126,023411,NG,NG023411,102300,841100,57.362717,-6.952912,1000,,,,100,4,16,Empetrum nigrum,.,0,0,0,.,I,0.7,65,false,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,7,B67-126,023602,NG,NG023602,102300,860200,57.533641,-6.976127,1000,,,,100,4,21,Empetrum nigrum,.,0,0,0,.,I,0.7,65,false,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,8,B68-165,445445,NG,NG445445,144500,844500,57.418798,-6.256975,1000,,,,100,4,22,Empetrum nigrum,.,0,0,0,.,I,0.7,65,false,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,9,B68-104,445690,NG,NG445690,144500,869000,57.638257,-6.282675,1000,,135,3,100,4,18,Empetrum nigrum,.,0,0,0,.,I,0.7,65,false,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,1,B67-130,433616,NG,NG433616,143300,861600,57.571293,-6.294879,1750,,270,,100,4,14,Vaccinium myrtillus,.,0,0,0,.,I,0.8,65,False,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,2,B68-105,103660,NG,NG103660,110300,866000,57.590741,-6.849915,1900,,,,100,4,30,Vaccinium myrtillus,.,0,0,0,.,I,0.8,65,False,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,3,B68-073,073358,NG,NG073358,107300,835800,57.318519,-6.863809,1600,,,,100,4,30,Vaccinium myrtillus,3,0,4,1,3,I,0.8,65,False,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,4,B68-075,488548,NG,NG488548,148800,854800,57.513467,-6.196159,1600,,,,100,4,22,Vaccinium myrtillus,.,0,0,0,.,I,0.8,65,False,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,5,B68-177,023411,NG,NG023411,102300,841100,57.362717,-6.952912,1600,,,,100,4,16,Vaccinium myrtillus,.,0,0,0,.,I,0.8,65,False,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,6,B68-126,023411,NG,NG023411,102300,841100,57.362717,-6.952912,1000,,,,100,4,16,Vaccinium myrtillus,.,0,0,0,.,I,0.8,65,False,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,7,B67-126,023602,NG,NG023602,102300,860200,57.533641,-6.976127,1000,,,,100,4,21,Vaccinium myrtillus,.,0,0,0,.,I,0.8,65,False,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,8,B68-165,445445,NG,NG445445,144500,844500,57.418798,-6.256975,1000,,,,100,4,22,Vaccinium myrtillus,.,0,0,0,.,I,0.8,65,False,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,9,B68-104,445690,NG,NG445690,144500,869000,57.638257,-6.282675,1000,,135,3,100,4,18,Vaccinium myrtillus,.,0,0,0,.,I,0.8,65,False,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,1,B67-130,433616,NG,NG433616,143300,861600,57.571293,-6.294879,1750,,270,,100,4,14,Lycopodium alpinum,.,0,0,0,.,II,0.8,65,False,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,2,B68-105,103660,NG,NG103660,110300,866000,57.590741,-6.849915,1900,,,,100,4,30,Lycopodium alpinum,.,0,0,0,.,II,0.8,65,False,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,3,B68-073,073358,NG,NG073358,107300,835800,57.318519,-6.863809,1600,,,,100,4,30,Lycopodium alpinum,.,0,0,0,.,II,0.8,65,False,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,4,B68-075,488548,NG,NG488548,148800,854800,57.513467,-6.196159,1600,,,,100,4,22,Lycopodium alpinum,.,0,0,0,.,II,0.8,65,False,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,5,B68-177,023411,NG,NG023411,102300,841100,57.362717,-6.952912,1600,,,,100,4,16,Lycopodium alpinum,.,0,0,0,.,II,0.8,65,False,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,6,B68-126,023411,NG,NG023411,102300,841100,57.362717,-6.952912,1000,,,,100,4,16,Lycopodium alpinum,.,0,0,0,.,II,0.8,65,False,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,7,B67-126,023602,NG,NG023602,102300,860200,57.533641,-6.976127,1000,,,,100,4,21,Lycopodium alpinum,.,0,0,0,.,II,0.8,65,False,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,8,B68-165,445445,NG,NG445445,144500,844500,57.418798,-6.256975,1000,,,,100,4,22,Lycopodium alpinum,.,0,0,0,.,II,0.8,65,False,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,9,B68-104,445690,NG,NG445690,144500,869000,57.638257,-6.282675,1000,,135,3,100,4,18,Lycopodium alpinum,.,0,0,0,.,II,0.8,65,False,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,1,B67-130,433616,NG,NG433616,143300,861600,57.571293,-6.294879,1750,,270,,100,4,14,L. selago,.,0,0,0,.,II,0.8,65,false,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,2,B68-105,103660,NG,NG103660,110300,866000,57.590741,-6.849915,1900,,,,100,4,30,L. selago,.,0,0,0,.,II,0.8,65,false,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,3,B68-073,073358,NG,NG073358,107300,835800,57.318519,-6.863809,1600,,,,100,4,30,L. selago,.,0,0,0,.,II,0.8,65,false,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,4,B68-075,488548,NG,NG488548,148800,854800,57.513467,-6.196159,1600,,,,100,4,22,L. selago,4,4,10,1,4,II,0.8,65,false,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,5,B68-177,023411,NG,NG023411,102300,841100,57.362717,-6.952912,1600,,,,100,4,16,L. selago,.,0,0,0,.,II,0.8,65,false,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,6,B68-126,023411,NG,NG023411,102300,841100,57.362717,-6.952912,1000,,,,100,4,16,L. selago,.,0,0,0,.,II,0.8,65,false,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,7,B67-126,023602,NG,NG023602,102300,860200,57.533641,-6.976127,1000,,,,100,4,21,L. selago,.,0,0,0,.,II,0.8,65,false,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,8,B68-165,445445,NG,NG445445,144500,844500,57.418798,-6.256975,1000,,,,100,4,22,L. selago,.,0,0,0,.,II,0.8,65,false,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,9,B68-104,445690,NG,NG445690,144500,869000,57.638257,-6.282675,1000,,135,3,100,4,18,L. selago,.,0,0,0,.,II,0.8,65,false,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,1,B67-130,433616,NG,NG433616,143300,861600,57.571293,-6.294879,1750,,270,,100,4,14,Selaginella selaginoides,.,0,0,0,.,II,0.4,65,false,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,2,B68-105,103660,NG,NG103660,110300,866000,57.590741,-6.849915,1900,,,,100,4,30,Selaginella selaginoides,2,0,4,1,2,II,0.4,65,false,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,3,B68-073,073358,NG,NG073358,107300,835800,57.318519,-6.863809,1600,,,,100,4,30,Selaginella selaginoides,2,0,4,1,2,II,0.4,65,false,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,4,B68-075,488548,NG,NG488548,148800,854800,57.513467,-6.196159,1600,,,,100,4,22,Selaginella selaginoides,2,0,4,1,2,II,0.4,65,false,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,5,B68-177,023411,NG,NG023411,102300,841100,57.362717,-6.952912,1600,,,,100,4,16,Selaginella selaginoides,.,0,0,0,.,II,0.4,65,false,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,6,B68-126,023411,NG,NG023411,102300,841100,57.362717,-6.952912,1000,,,,100,4,16,Selaginella selaginoides,.,0,0,0,.,II,0.4,65,false,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,7,B67-126,023602,NG,NG023602,102300,860200,57.533641,-6.976127,1000,,,,100,4,21,Selaginella selaginoides,.,0,0,0,.,II,0.4,65,false,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,8,B68-165,445445,NG,NG445445,144500,844500,57.418798,-6.256975,1000,,,,100,4,22,Selaginella selaginoides,.,0,0,0,.,II,0.4,65,false,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,9,B68-104,445690,NG,NG445690,144500,869000,57.638257,-6.282675,1000,,135,3,100,4,18,Selaginella selaginoides,.,0,0,0,.,II,0.4,65,false,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,1,B67-130,433616,NG,NG433616,143300,861600,57.571293,-6.294879,1750,,270,,100,4,14,Agrostis tenuis,3,0,4,1,3,III,1.6,65,false,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,2,B68-105,103660,NG,NG103660,110300,866000,57.590741,-6.849915,1900,,,,100,4,30,Agrostis tenuis,5,10,25,1,5,III,1.6,65,false,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,3,B68-073,073358,NG,NG073358,107300,835800,57.318519,-6.863809,1600,,,,100,4,30,Agrostis tenuis,3,0,4,1,3,III,1.6,65,false,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,4,B68-075,488548,NG,NG488548,148800,854800,57.513467,-6.196159,1600,,,,100,4,22,Agrostis tenuis,.,0,0,0,.,III,1.6,65,false,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,5,B68-177,023411,NG,NG023411,102300,841100,57.362717,-6.952912,1600,,,,100,4,16,Agrostis tenuis,3,0,4,1,3,III,1.6,65,false,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,6,B68-126,023411,NG,NG023411,102300,841100,57.362717,-6.952912,1000,,,,100,4,16,Agrostis tenuis,.,0,0,0,.,III,1.6,65,false,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,7,B67-126,023602,NG,NG023602,102300,860200,57.533641,-6.976127,1000,,,,100,4,21,Agrostis tenuis,.,0,0,0,.,III,1.6,65,false,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,8,B68-165,445445,NG,NG445445,144500,844500,57.418798,-6.256975,1000,,,,100,4,22,Agrostis tenuis,.,0,0,0,.,III,1.6,65,false,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,9,B68-104,445690,NG,NG445690,144500,869000,57.638257,-6.282675,1000,,135,3,100,4,18,Agrostis tenuis,.,0,0,0,.,III,1.6,65,false,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,1,B67-130,433616,NG,NG433616,143300,861600,57.571293,-6.294879,1750,,270,,100,4,14,Anthoxanthum odoratum,.,0,0,0,.,I,0.6,65,False,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,2,B68-105,103660,NG,NG103660,110300,866000,57.590741,-6.849915,1900,,,,100,4,30,Anthoxanthum odoratum,.,0,0,0,.,I,0.6,65,False,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,3,B68-073,073358,NG,NG073358,107300,835800,57.318519,-6.863809,1600,,,,100,4,30,Anthoxanthum odoratum,.,0,0,0,.,I,0.6,65,False,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,4,B68-075,488548,NG,NG488548,148800,854800,57.513467,-6.196159,1600,,,,100,4,22,Anthoxanthum odoratum,.,0,0,0,.,I,0.6,65,False,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,5,B68-177,023411,NG,NG023411,102300,841100,57.362717,-6.952912,1600,,,,100,4,16,Anthoxanthum odoratum,.,0,0,0,.,I,0.6,65,False,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,6,B68-126,023411,NG,NG023411,102300,841100,57.362717,-6.952912,1000,,,,100,4,16,Anthoxanthum odoratum,.,0,0,0,.,I,0.6,65,False,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,7,B67-126,023602,NG,NG023602,102300,860200,57.533641,-6.976127,1000,,,,100,4,21,Anthoxanthum odoratum,.,0,0,0,.,I,0.6,65,False,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,8,B68-165,445445,NG,NG445445,144500,844500,57.418798,-6.256975,1000,,,,100,4,22,Anthoxanthum odoratum,.,0,0,0,.,I,0.6,65,False,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,9,B68-104,445690,NG,NG445690,144500,869000,57.638257,-6.282675,1000,,135,3,100,4,18,Anthoxanthum odoratum,.,0,0,0,.,I,0.6,65,False,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,1,B67-130,433616,NG,NG433616,143300,861600,57.571293,-6.294879,1750,,270,,100,4,14,Deschampsia flexuosa,.,0,0,0,.,III,1.1,65,false,
table_4_41,images/Birks-HJB-1973-Present-Flora-Veg-Skye_51.png,NARDO-CALLUNETEA,NARDETALIA,Nardo-Galion saxatilis,Nardo-Juncetum squarrosi,2,B68-105,103660,NG,NG103660,110300,866000,57.590741,-6.849915,1900,,,,100,4,30,Deschampsia flexuosa,3,0,4,1,3,III,1.1,65,false,
